e71f3eec-819e-4e55-9b63-3272655943d7,200,280.6142,Success,773c28e4-9f20-4a76-ac45-b56292dba960,CD2swCBwNoRXiIR3In19Fw==
e71f3eec-819e-4e55-9b63-3272655943d7,200,433.9261,Success,46462c3c-e964-4dd5-a5cc-6f77e7f0b992,H0dPLiN9ycO6drmtlrE45A==
e71f3eec-819e-4e55-9b63-3272655943d7,200,276.9308,Success,d0174e54-e103-4b2d-978d-410d8878c1bd,vTjHTJFWtciTOQ8VKKgpzA==
e71f3eec-819e-4e55-9b63-3272655943d7,200,731.1294,Success,a9f99e8a-eb13-455b-8412-cacd327ecebf,soIiig4qyBum710jL_lAIg==
e71f3eec-819e-4e55-9b63-3272655943d7,200,271.9428,Success,2bdc155a-f0cf-42eb-89cf-05bef46ef9ec,DZgCW-I6lbj3qkwep2uOlg==
e71f3eec-819e-4e55-9b63-3272655943d7,200,278.5374,Success,8614dcd1-eb5b-4b83-b45b-4c0f92bfc687,q9BNRgQ4H3L5aRwoc9QUfw==
e71f3eec-819e-4e55-9b63-3272655943d7,200,287.7852,Success,4494831f-9a07-46ce-aa37-8a4dc91793d6,BgJpzxGnjrgo1aK5iVHOVQ==
e71f3eec-819e-4e55-9b63-3272655943d7,200,266.5198,Success,16969938-2d26-4564-9b3e-f355ff56df81,5ykH9x63Hw9_N7vXj4SVuQ==
e71f3eec-819e-4e55-9b63-3272655943d7,200,283.3964,Success,90649323-7989-4caa-a7c5-b5fbed310364,iMxH0Bl4u6Yi27POcqt3kg==
e71f3eec-819e-4e55-9b63-3272655943d7,200,263.375,Success,2efa5670-4330-44b2-aaeb-83eb021027d7,grO-K-9DXJKCAZ0jlDjSXg==
e71f3eec-819e-4e55-9b63-3272655943d7,200,295.8207,Success,29fba775-1d45-41dd-b935-de4da6dc2c97,fD6MxPkEK051BZoAnl1VEA==
e71f3eec-819e-4e55-9b63-3272655943d7,200,284.1077,Success,f5b2d2ce-cbea-41b3-964a-180978fdf342,hHuNIw8s_aqG52ntb7EI0Q==
e71f3eec-819e-4e55-9b63-3272655943d7,200,274.2181,Success,b1ada8a1-a7bb-41e2-accf-b814563a828a,-c02tJzkkVPRX5zA7hRIBA==
e71f3eec-819e-4e55-9b63-3272655943d7,200,288.861,Success,3728ca78-be3d-4a3c-a5b5-d2c9e951a8fa,anJNdalCwszOfDXqsHY1lg==
e71f3eec-819e-4e55-9b63-3272655943d7,200,276.0774,Success,67c518b5-00e4-499f-9361-328a377eccce,a_vNdq1c_nUFCceg_1RGDQ==
e71f3eec-819e-4e55-9b63-3272655943d7,200,295.3301,Success,4bf5c54e-d74b-44a8-8920-2ccc0478a0af,nzU_-MhSlwmwwtBOAYMChA==
e71f3eec-819e-4e55-9b63-3272655943d7,200,313.572,Success,825c118f-d21c-4c97-8dc0-d38c90068714,iFiydbAeSwbe6fNrXzmGTw==
