e71f3eec-819e-4e55-9b63-3272655943d7,200,313.6036,Success,a3d2ec83-4340-4f92-a918-17be75849284,GRlRvUuG-PUiMMD0EzzCbg==
e71f3eec-819e-4e55-9b63-3272655943d7,200,278.038,Success,d65f0fc6-d030-4bc2-890e-5b2c4a9b0321,nhhlYl7ITucHH2urAgf6Bg==
e71f3eec-819e-4e55-9b63-3272655943d7,200,277.7228,Success,352a64d7-ab79-4935-bfe7-36212b3861be,Cd2QLjQ9WUIcWl7HQdMD4w==
e71f3eec-819e-4e55-9b63-3272655943d7,200,306.6368,Success,c971ca7e-79fa-445a-b8d1-75e4f7cbaff1,-z0B98AWV3c9xxV6oE_vcg==
e71f3eec-819e-4e55-9b63-3272655943d7,200,307.0157,Success,ad0fbef2-e474-40aa-9b3d-f4183e86fc8d,-xHpVaILqNkyn6e0dvvR6Q==
e71f3eec-819e-4e55-9b63-3272655943d7,200,317.7973,Success,2c6b6dd4-e81e-4b23-957b-790b40a63f13,l85sKQcqUC_Yqxgr7HN0iA==
e71f3eec-819e-4e55-9b63-3272655943d7,200,279.2499,Success,e767b137-365e-4b41-b66a-c168a68e3199,a2TOTheeBz6pQzk0bo993Q==
e71f3eec-819e-4e55-9b63-3272655943d7,200,274.804,Success,55d18dc4-416d-478c-bc99-04cb7fb99e7d,3rMSz2FVP3linPQ4Xa1kNg==
e71f3eec-819e-4e55-9b63-3272655943d7,200,280.498,Success,619d367d-d335-4eed-aef2-dbe4af9dc365,uRp4ve4-6r8U7xNEBitlxw==
e71f3eec-819e-4e55-9b63-3272655943d7,200,288.3624,Success,50c83e5f-7813-4c3d-8f93-9ed8e6a02732,Bdr6GI-vtz3OyWyxRfulMA==
e71f3eec-819e-4e55-9b63-3272655943d7,200,268.0866,Success,799add15-7ebb-486b-91a6-46223d5c089c,FFRmheoDZpYLH52BrUT56Q==
e71f3eec-819e-4e55-9b63-3272655943d7,200,318.7818,Success,e3723b90-b434-456f-9ee9-da5c87f474a6,pmRS13KvzlK4k0jsaPOpGA==
e71f3eec-819e-4e55-9b63-3272655943d7,200,306.7169,Success,e9ab19cf-0d8a-4162-9d9e-76d488f0243e,8E8HlZfC9VMbqxtNzIEgpw==
e71f3eec-819e-4e55-9b63-3272655943d7,200,280.3578,Success,ca53acbb-6398-4294-8055-713703a50d23,QfmOZy0TAKhQZ7lMCNwnog==
e71f3eec-819e-4e55-9b63-3272655943d7,200,283.141,Success,38b21926-8ab1-4ed5-95f9-2143d73c8ca2,IpmU0V2767ZdGAdggEhiFQ==
